Loading data from data\sign_mnist_train.npy ...
Loading data from data\sign_mnist_test.npy ...
Generating model graph visualization at results\20181219-093351\model ...

(dot.exe:17172): Pango-WARNING **: couldn't load font "Times Not-Rotated 10", falling back to "Sans Not-Rotated 10", expect ugly output.
Using CUDA!
===== HYPERPARAMETERS =====
batch_size= 512
epochs= 10
learning_rate= 0.001
==============================
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 3.22, acc: 0.03, time: 4.40s
[Train] Epoch 7, 77% 	 loss: 0.46, acc: 0.82, time: 0.44s
[Train] Epoch 7, 88% 	 loss: 0.56, acc: 0.77, time: 0.44s
[Train] Epoch 7, 100% 	 loss: 0.52, acc: 0.80, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.05, acc: 0.98, time: 3.50s
[Train] Epoch 8, 11% 	 loss: 0.48, acc: 0.79, time: 3.82s
[Train] Epoch 8, 22% 	 loss: 0.51, acc: 0.80, time: 0.44s
[Train] Epoch 8, 33% 	 loss: 0.54, acc: 0.78, time: 0.44s
[Train] Epoch 8, 44% 	 loss: 0.47, acc: 0.79, time: 0.44s
[Train] Epoch 8, 55% 	 loss: 0.51, acc: 0.80, time: 0.44s
[Train] Epoch 8, 66% 	 loss: 0.45, acc: 0.81, time: 0.44s
[Train] Epoch 8, 77% 	 loss: 0.41, acc: 0.84, time: 0.44s
[Train] Epoch 8, 88% 	 loss: 0.48, acc: 0.79, time: 0.44s
[Train] Epoch 8, 100% 	 loss: 0.48, acc: 0.80, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.03, acc: 0.99, time: 3.51s
[Train] Epoch 9, 11% 	 loss: 0.46, acc: 0.81, time: 3.84s
[Train] Epoch 9, 22% 	 loss: 0.44, acc: 0.81, time: 0.45s
[Train] Epoch 9, 33% 	 loss: 0.52, acc: 0.78, time: 0.44s
[Train] Epoch 9, 44% 	 loss: 0.40, acc: 0.84, time: 0.44s
[Train] Epoch 9, 55% 	 loss: 0.41, acc: 0.81, time: 0.44s
[Train] Epoch 9, 66% 	 loss: 0.45, acc: 0.80, time: 0.44s
[Train] Epoch 9, 77% 	 loss: 0.50, acc: 0.79, time: 0.44s
[Train] Epoch 9, 88% 	 loss: 0.50, acc: 0.79, time: 0.44s
[Train] Epoch 9, 100% 	 loss: 0.50, acc: 0.77, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.03, acc: 0.99, time: 3.54s
[Train] Epoch 10, 11% 	 loss: 0.38, acc: 0.83, time: 3.83s
[Train] Epoch 10, 22% 	 loss: 0.40, acc: 0.84, time: 0.44s
[Train] Epoch 10, 33% 	 loss: 0.38, acc: 0.85, time: 0.44s
[Train] Epoch 10, 44% 	 loss: 0.39, acc: 0.82, time: 0.44s
[Train] Epoch 10, 55% 	 loss: 0.39, acc: 0.84, time: 0.44s
[Train] Epoch 10, 66% 	 loss: 0.40, acc: 0.81, time: 0.44s
[Train] Epoch 10, 77% 	 loss: 0.39, acc: 0.83, time: 0.44s
[Train] Epoch 10, 88% 	 loss: 0.48, acc: 0.78, time: 0.44s
[Train] Epoch 10, 100% 	 loss: 0.42, acc: 0.80, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.03, acc: 0.99, time: 3.54s
Training finished, took 115.41s
